Number,Date,Time,Fnumber,ShutterSpeed,ISO,Elevation,Azimuth
0673,20150429,165203,10,2.5,100,36,203
0674,20150429,165203,10,2.5,100,36,214
0675,20150429,165203,10,2.5,100,36,23
0676,20150429,165203,10,2.5,100,36,255
0677,20150429,165203,10,2.5,100,36,34
0678,20150429,165203,10,2.5,100,36,45
0679,20150429,165203,10,2.5,100,36,56
0680,20150429,165203,10,2.5,100,36,68
0681,20150429,165203,10,2.5,100,36,79
0682,20150429,165203,10,2.5,100,36,90
0683,20150429,165203,10,2.5,100,45,0
0684,20150429,165203,10,2.5,100,45,101
0685,20150429,165203,10,2.5,100,45,11
0686,20150429,165203,10,2.5,100,45,135
0687,20150429,165203,10,2.5,100,45,146
0688,20150429,165203,10,2.5,100,45,158
0689,20150429,165203,10,2.5,100,45,169
0690,20150429,165203,10,2.5,100,45,180
0691,20150429,165203,10,2.5,100,45,191
0692,20150429,165203,10,2.5,100,45,203
0693,20150429,165203,10,2.5,100,45,214
0694,20150429,165203,10,2.5,100,45,225
0695,20150429,165203,10,2.5,100,45,23
0696,20150429,165203,10,2.5,100,45,236
0697,20150429,165203,10,2.5,100,45,255
0698,20150429,165203,10,2.5,100,45,34
0699,20150429,165203,10,2.5,100,45,45
0700,20150429,165203,10,2.5,100,45,56
0701,20150429,165203,10,2.5,100,45,68
0702,20150429,165203,10,2.5,100,45,79
0703,20150429,165203,10,2.5,100,45,90
0704,20150429,165203,10,2.5,100,60,0
0705,20150429,165203,10,2.5,100,60,101
0706,20150429,165203,10,2.5,100,60,11
0707,20150429,165203,10,2.5,100,60,124
0708,20150429,165203,10,2.5,100,60,135
0709,20150429,165203,10,2.5,100,60,146
0710,20150429,165203,10,2.5,100,60,158
0711,20150429,165203,10,2.5,100,60,169
0712,20150429,165203,10,2.5,100,60,180
0713,20150429,165203,10,2.5,100,60,191
0714,20150429,165203,10,2.5,100,60,203
0715,20150429,165203,10,2.5,100,60,214
0716,20150429,165203,10,2.5,100,60,225
0717,20150429,165203,10,2.5,100,60,23
0718,20150429,165203,10,2.5,100,60,236
0719,20150429,165203,10,2.5,100,60,247
0720,20150429,165203,10,2.5,100,60,255
0721,20150429,165203,10,2.5,100,60,34
0722,20150429,165203,10,2.5,100,60,45
0723,20150429,165203,10,2.5,100,60,56
0724,20150429,165203,10,2.5,100,60,68
0725,20150429,165203,10,2.5,100,60,79
0726,20150429,165203,10,2.5,100,60,90
0727,20150429,165403,10,2.5,100,36,0
0728,20150429,165403,10,2.5,100,36,101
0729,20150429,165403,10,2.5,100,36,11
0730,20150429,165403,10,2.5,100,36,135
0731,20150429,165403,10,2.5,100,36,146
0732,20150429,165403,10,2.5,100,36,158
0733,20150429,165403,10,2.5,100,36,169
0734,20150429,165403,10,2.5,100,36,180
0735,20150429,165403,10,2.5,100,36,191
0736,20150429,165403,10,2.5,100,36,203
0737,20150429,165403,10,2.5,100,36,214
0738,20150429,165403,10,2.5,100,36,23
0739,20150429,165403,10,2.5,100,36,255
0740,20150429,165403,10,2.5,100,36,34
0741,20150429,165403,10,2.5,100,36,45
0742,20150429,165403,10,2.5,100,36,56
0743,20150429,165403,10,2.5,100,36,68
0744,20150429,165403,10,2.5,100,36,79
0745,20150429,165403,10,2.5,100,36,90
0746,20150429,165403,10,2.5,100,45,0
0747,20150429,165403,10,2.5,100,45,11
0748,20150429,165403,10,2.5,100,45,158
0749,20150429,165403,10,2.5,100,45,169
0750,20150429,165403,10,2.5,100,45,180
0751,20150429,165403,10,2.5,100,45,191
0752,20150429,165403,10,2.5,100,45,203
0753,20150429,165403,10,2.5,100,45,214
0754,20150429,165403,10,2.5,100,45,225
0755,20150429,165403,10,2.5,100,45,23
0756,20150429,165403,10,2.5,100,45,236
0757,20150429,165403,10,2.5,100,45,255
0758,20150429,165403,10,2.5,100,45,34
0759,20150429,165403,10,2.5,100,45,45
0760,20150429,165403,10,2.5,100,45,56
0761,20150429,165403,10,2.5,100,45,68
0762,20150429,165403,10,2.5,100,45,79
0763,20150429,165403,10,2.5,100,45,90
0764,20150429,165403,10,2.5,100,60,0
0765,20150429,165403,10,2.5,100,60,11
0766,20150429,165403,10,2.5,100,60,135
0767,20150429,165403,10,2.5,100,60,146
0768,20150429,165403,10,2.5,100,60,158
0769,20150429,165403,10,2.5,100,60,169
0770,20150429,165403,10,2.5,100,60,180
0771,20150429,165403,10,2.5,100,60,191
0772,20150429,165403,10,2.5,100,60,203
0773,20150429,165403,10,2.5,100,60,214
0774,20150429,165403,10,2.5,100,60,225
0775,20150429,165403,10,2.5,100,60,23
0776,20150429,165403,10,2.5,100,60,236
0777,20150429,165403,10,2.5,100,60,247
0778,20150429,165403,10,2.5,100,60,255
0779,20150429,165403,10,2.5,100,60,34
0780,20150429,165403,10,2.5,100,60,45
0781,20150429,165403,10,2.5,100,60,56
0782,20150429,174001,8,4,100,36,0
0783,20150429,174001,8,4,100,36,101
0784,20150429,174001,8,4,100,36,11
0785,20150429,174001,8,4,100,36,169
0786,20150429,174001,8,4,100,36,180
0787,20150429,174001,8,4,100,36,191
0788,20150429,174001,8,4,100,36,203
0789,20150429,174001,8,4,100,36,214
0790,20150429,174001,8,4,100,36,225
0791,20150429,174001,8,4,100,36,23
0792,20150429,174001,8,4,100,36,255
0793,20150429,174001,8,4,100,36,34
0794,20150429,174001,8,4,100,36,45
0795,20150429,174001,8,4,100,36,56
0796,20150429,174001,8,4,100,36,90
0797,20150429,174001,8,4,100,45,0
0798,20150429,174001,8,4,100,45,101
0799,20150429,174001,8,4,100,45,11
0800,20150429,174001,8,4,100,45,23
0801,20150429,174001,8,4,100,45,255
0802,20150429,174001,8,4,100,45,34
0803,20150429,174001,8,4,100,45,45
0804,20150429,174001,8,4,100,45,56
0805,20150429,174001,8,4,100,45,68
0806,20150429,174001,8,4,100,45,79
0807,20150429,174001,8,4,100,45,90
0808,20150429,174001,8,4,100,60,0
0809,20150429,174001,8,4,100,60,11
0810,20150429,174001,8,4,100,60,23
0811,20150429,174001,8,4,100,60,255
0812,20150429,174001,8,4,100,60,34
0813,20150429,174001,8,4,100,60,45
0814,20150429,174001,8,4,100,60,56
0815,20150429,174001,8,4,100,60,68
0816,20150429,174001,8,4,100,60,79
0817,20150429,174001,8,4,100,60,90
0818,20150529,122003,8,3.1,100,36,124
0819,20150529,122003,8,3.1,100,36,135
0820,20150529,122003,8,3.1,100,36,146
0821,20150529,122003,8,3.1,100,36,158
0822,20150529,122003,8,3.1,100,36,169
0823,20150529,122003,8,3.1,100,36,180
0824,20150529,122003,8,3.1,100,36,191
0825,20150529,122003,8,3.1,100,36,203
0826,20150529,122003,8,3.1,100,36,225
0827,20150529,122003,8,3.1,100,36,236
0828,20150529,122003,8,3.1,100,36,247
0829,20150529,122003,8,3.1,100,45,0
0830,20150529,122003,8,3.1,100,45,101
0831,20150529,122003,8,3.1,100,45,11
0832,20150529,122003,8,3.1,100,45,113
0833,20150529,122003,8,3.1,100,45,124
0834,20150529,122003,8,3.1,100,45,135
0835,20150529,122003,8,3.1,100,45,146
0836,20150529,122003,8,3.1,100,45,158
0837,20150529,122003,8,3.1,100,45,169
0838,20150529,122003,8,3.1,100,45,180
0839,20150529,122003,8,3.1,100,45,191
0840,20150529,122003,8,3.1,100,45,203
0841,20150529,122003,8,3.1,100,45,214
0842,20150529,122003,8,3.1,100,45,225
0843,20150529,122003,8,3.1,100,45,23
0844,20150529,122003,8,3.1,100,45,236
0845,20150529,122003,8,3.1,100,45,247
0846,20150529,122003,8,3.1,100,45,255
0847,20150529,122003,8,3.1,100,45,34
0848,20150529,122003,8,3.1,100,45,45
0849,20150529,122003,8,3.1,100,45,56
0850,20150529,122003,8,3.1,100,45,68
0851,20150529,122003,8,3.1,100,45,79
0852,20150529,122003,8,3.1,100,45,90
0853,20150529,122003,8,3.1,100,60,0
0854,20150529,122003,8,3.1,100,60,101
0855,20150529,122003,8,3.1,100,60,11
0856,20150529,122003,8,3.1,100,60,113
0857,20150529,122003,8,3.1,100,60,124
0858,20150529,122003,8,3.1,100,60,135
0859,20150529,122003,8,3.1,100,60,146
0860,20150529,122003,8,3.1,100,60,158
0861,20150529,122003,8,3.1,100,60,169
0862,20150529,122003,8,3.1,100,60,180
0863,20150529,122003,8,3.1,100,60,191
0864,20150529,122003,8,3.1,100,60,203
0865,20150529,122003,8,3.1,100,60,214
0866,20150529,122003,8,3.1,100,60,225
0867,20150529,122003,8,3.1,100,60,23
0868,20150529,122003,8,3.1,100,60,236
0869,20150529,122003,8,3.1,100,60,247
0870,20150529,122003,8,3.1,100,60,255
0871,20150529,122003,8,3.1,100,60,34
0872,20150529,122003,8,3.1,100,60,45
0873,20150529,122003,8,3.1,100,60,56
0874,20150529,122003,8,3.1,100,60,68
0875,20150529,122003,8,3.1,100,60,79
0876,20150529,122003,8,3.1,100,60,90
0877,20150529,170801,8,4,100,36,11
0878,20150529,170801,8,4,100,36,124
0879,20150529,170801,8,4,100,36,135
0880,20150529,170801,8,4,100,36,146
0881,20150529,170801,8,4,100,36,158
0882,20150529,170801,8,4,100,36,169
0883,20150529,170801,8,4,100,36,180
0884,20150529,170801,8,4,100,36,191
0885,20150529,170801,8,4,100,36,203
0886,20150529,170801,8,4,100,36,214
0887,20150529,170801,8,4,100,36,225
0888,20150529,170801,8,4,100,36,23
0889,20150529,170801,8,4,100,36,236
0890,20150529,170801,8,4,100,36,247
0891,20150529,170801,8,4,100,36,34
0892,20150529,170801,8,4,100,45,124
0893,20150529,170801,8,4,100,45,135
0894,20150529,170801,8,4,100,45,146
0895,20150529,170801,8,4,100,45,158
0896,20150529,170801,8,4,100,45,169
0897,20150529,170801,8,4,100,45,180
0898,20150529,170801,8,4,100,45,191
0899,20150529,170801,8,4,100,45,203
0900,20150529,170801,8,4,100,45,214
0901,20150529,170801,8,4,100,45,225
0902,20150529,170801,8,4,100,45,236
0903,20150529,170801,8,4,100,45,247
0904,20150529,170801,8,4,100,60,180
0905,20150529,170801,8,4,100,60,191
0906,20150529,170801,8,4,100,60,203
0907,20150529,170801,8,4,100,60,214
0908,20150529,170801,8,4,100,60,225
0909,20150529,170801,8,4,100,60,236
0910,20150529,170801,8,4,100,60,247
0911,20150529,170801,8,4,100,60,255
0912,20150630,183602,6.3,5,100,36,101
0913,20150630,183602,6.3,5,100,36,11
0914,20150630,183602,6.3,5,100,36,113
0915,20150630,183602,6.3,5,100,36,124
0916,20150630,183602,6.3,5,100,36,135
0917,20150630,183602,6.3,5,100,36,146
0918,20150630,183602,6.3,5,100,36,158
0919,20150630,183602,6.3,5,100,36,169
0920,20150630,183602,6.3,5,100,36,180
0921,20150630,183602,6.3,5,100,36,191
0922,20150630,183602,6.3,5,100,36,203
0923,20150630,183602,6.3,5,100,36,214
0924,20150630,183602,6.3,5,100,36,225
0925,20150630,183602,6.3,5,100,36,23
0926,20150630,183602,6.3,5,100,36,236
0927,20150630,183602,6.3,5,100,36,247
0928,20150630,183602,6.3,5,100,36,34
0929,20150630,183602,6.3,5,100,36,45
0930,20150630,183602,6.3,5,100,36,56
0931,20150630,183602,6.3,5,100,36,68
0932,20150630,183602,6.3,5,100,36,79
0933,20150630,183602,6.3,5,100,36,90
0934,20150630,183602,6.3,5,100,45,0
0935,20150630,183602,6.3,5,100,45,101
0936,20150630,183602,6.3,5,100,45,11
0937,20150630,183602,6.3,5,100,45,113
0938,20150630,183602,6.3,5,100,45,124
0939,20150630,183602,6.3,5,100,45,135
0940,20150630,183602,6.3,5,100,45,146
0941,20150630,183602,6.3,5,100,45,158
0942,20150630,183602,6.3,5,100,45,180
0943,20150630,183602,6.3,5,100,45,225
0944,20150630,183602,6.3,5,100,45,23
0945,20150630,183602,6.3,5,100,45,236
0946,20150630,183602,6.3,5,100,45,247
0947,20150630,183602,6.3,5,100,45,255
0948,20150630,183602,6.3,5,100,45,34
0949,20150630,183602,6.3,5,100,45,45
0950,20150630,183602,6.3,5,100,45,56
0951,20150630,183602,6.3,5,100,45,68
0952,20150630,183602,6.3,5,100,45,79
0953,20150630,183602,6.3,5,100,45,90
0954,20150630,183602,6.3,5,100,60,0
0955,20150630,183602,6.3,5,100,60,101
0956,20150630,183602,6.3,5,100,60,11
0957,20150630,183602,6.3,5,100,60,113
0958,20150630,183602,6.3,5,100,60,124
0959,20150630,183602,6.3,5,100,60,135
0960,20150630,183602,6.3,5,100,60,146
0961,20150630,183602,6.3,5,100,60,158
0962,20150630,183602,6.3,5,100,60,169
0963,20150630,183602,6.3,5,100,60,180
0964,20150630,183602,6.3,5,100,60,225
0965,20150630,183602,6.3,5,100,60,23
0966,20150630,183602,6.3,5,100,60,236
0967,20150630,183602,6.3,5,100,60,247
0968,20150630,183602,6.3,5,100,60,255
0969,20150630,183602,6.3,5,100,60,34
0970,20150630,183602,6.3,5,100,60,45
0971,20150630,183602,6.3,5,100,60,56
0972,20150630,183602,6.3,5,100,60,68
0973,20150630,183602,6.3,5,100,60,79
0974,20150630,183602,6.3,5,100,60,90
0975,20150709,122002,9,3.1,100,36,101
0976,20150709,122002,9,3.1,100,36,113
0977,20150709,122002,9,3.1,100,36,124
0978,20150709,122002,9,3.1,100,36,135
0979,20150709,122002,9,3.1,100,36,146
0980,20150709,122002,9,3.1,100,36,158
0981,20150709,122002,9,3.1,100,36,169
0982,20150709,122002,9,3.1,100,36,180
0983,20150709,122002,9,3.1,100,36,191
0984,20150709,122002,9,3.1,100,36,203
0985,20150709,122002,9,3.1,100,36,214
0986,20150709,122002,9,3.1,100,36,225
0987,20150709,122002,9,3.1,100,36,236
0988,20150709,122002,9,3.1,100,36,90
0989,20150709,122002,9,3.1,100,45,113
0990,20150709,122002,9,3.1,100,45,124
0991,20150709,122002,9,3.1,100,45,135
0992,20150709,122002,9,3.1,100,45,146
0993,20150709,122002,9,3.1,100,45,158
0994,20150709,122002,9,3.1,100,45,169
0995,20150709,122002,9,3.1,100,45,180
0996,20150709,122002,9,3.1,100,45,191
0997,20150709,122002,9,3.1,100,45,203
0998,20150709,122002,9,3.1,100,45,214
0999,20150709,122002,9,3.1,100,45,225
1000,20150709,122002,9,3.1,100,45,236
1001,20150709,122002,9,3.1,100,60,113
1002,20150709,122002,9,3.1,100,60,124
1003,20150709,122002,9,3.1,100,60,135
1004,20150709,122002,9,3.1,100,60,146
1005,20150709,122002,9,3.1,100,60,158
1006,20150709,122002,9,3.1,100,60,169
1007,20150709,122002,9,3.1,100,60,180
1008,20150709,122002,9,3.1,100,60,191
1009,20150709,122002,9,3.1,100,60,203
1010,20150709,122002,9,3.1,100,60,214
1011,20150709,122002,9,3.1,100,60,225
1012,20150709,122002,9,3.1,100,60,236
1013,20150709,122002,9,3.1,100,60,247
